narikla|43|lopud
josipa kosora|8|cavtat
marina kneževića|2|nova mokošica
iznad tihe|10|cavtat
dr. ante šercera|1|dubrovnik
kneza damjana jude|8|dubrovnik
kneza damjana jude|6|dubrovnik
đura baglivija|2|dubrovnik
dr. vladka mačeka|9|cavtat
od polja|2a|lopud
gornje selo|25|radovčići
put dr. ante starčevića|120|čibača
poljana paska miličevića|4|dubrovnik
kneza domagoja|8|čibača
sinjska|5|dubrovnik
peline|1|dubrovnik
od kaštela|9|dubrovnik
bijelići|11|makoše
poluganje|11|cavtat
put pera kojakovića|33|čibača
od nuncijate|20|dubrovnik
petra hektorovića|30|dubrovnik
zagrebačka|46|dubrovnik
uz magistralu|140|donje obuljeno
s. s. kranjčevića|28|cavtat
put dr. ante starčevića|163a|čibača
bačev do|27b|gruda
bogišićeva tiha|5|cavtat
obala iva kuljevana|20|lopud
uz jadransku cestu|7|mokošica
don marina beusana|3|čibača
put pera kojakovića|148|čibača
put vinka nikolića|23|brašina
pod križem|34|mlini
put vinka nikolića|22|brašina
put za petraču|10a|petrača
put za petraču|18a|petrača
put za petraču|12c|petrača
pod petračom|4a|petrača
viška|1|dubrovnik
dubac|2|čibača
andrije hebranga|92|dubrovnik
antuna mihanovića|12|dubrovnik
od čempresa|12|dubrovnik
put od osojnika|29|mokošica
gornji kono|74b|dubrovnik
krstac|8|mlini
vlaha paljetka|10|cavtat
prijeko|46|cavtat
gorica svetoga vlaha|151|dubrovnik
vardari|8|makoše
đura basaričeka|10|dubrovnik
bartola kašića|18|nova mokošica
put kroz belovo|22a|petrača
rožat donji|42|rožat
na rijeci|3|čibača
suđurađ|2|suđurađ
od fontane|8b|mokošica
pod petračom|50|petrača
međine|13|mlini
pod brašinom|64|brašina
zlatni potok|2a|dubrovnik
luka|173|šipanska luka
rožat donji|11|rožat
put dr. josipa lučića|39|buići
šetalište dr. franja tuđmana|31|srebreno
dubrovačkog odreda|14|dubrovnik
luka|84a|šipanska luka
zrinsko-frankopanska|12a|dubrovnik
rajčevići|13|uskoplje
dolska|1|dubrovnik
kula|4|brsečine
lovra matačića|6|dubrovnik
put bruna bušića|9|brašina
baletinova|15|cavtat
jakova lukarevića|4|dubrovnik
liechtensteinov put|22d|dubrovnik
čubranovićeva|11a|dubrovnik
put dr. ante starčevića|88|čibača
dropčeva|3|dubrovnik
vrelo|23|mlini
za gosparevo|14|mokošica
od srđa|46|dubrovnik
antuna branka šimića|3|čibača
put sv. ilije|42|čibača
gruda|61a|gruda
put sv. ilije|41|čibača
od gaja|60|dubrovnik
svete ane|2a|cavtat
jurja dalmatinca|3|cavtat
gorica svetoga vlaha|2|dubrovnik
maslinata|24|mokošica
od nuncijate|52|dubrovnik
lastovska|6|dubrovnik
put od osojnika|41|mokošica
šumet|8|šumet
metohijska|4a|dubrovnik
popolica|152|mlini
put dr. ante starčevića|175|čibača
podgaj|3a|čajkovica
pod petračom|34|petrača
pod petračom|34a|petrača
metohijska|6|dubrovnik
put od osojnika|73|mokošica
istarska|3|dubrovnik
busljeno|5|čajkovica
kunska|1|dubrovnik
vlaha bukovca|8|dubrovnik
popovići|45|popovići
zrinsko-frankopanska|4|dubrovnik
tomislava macana|7|čibača
put od osojnika|21|mokošica
iva vojnovića|71b|dubrovnik
dr. juraja njavra|6|čibača
kunska|4|dubrovnik
toplo|5|mokošica
kneza domagoja|3|čibača
toplo|29|mokošica
put dragovoljaca domovinskog rata|5|čibača
pavlovićeva|23|cavtat
padre perice|23|dubrovnik
liechtensteinov put|15|dubrovnik
janjinska|11a|dubrovnik
petra krešimira iv|24|dubrovnik
od puča|18|dubrovnik
luka|172c|šipanska luka
komolac|10|komolac
rožat gornji|26|rožat
obala iva kuljevana|56|lopud
gruda|49|gruda
lazine|52|čelopeci
žuljanska|1|dubrovnik
dr. ante starčevića|16|dubrovnik
smokovjenac|34|soline
na vodi|57|trsteno
sima savinovića|19a|čibača
za kapelicom|18a|dubrovnik
gornja ljuta|8a|ljuta
radnička|4|dubrovnik
gornje selo|29b|radovčići
luka|3|šipanska luka
šetalište žal|4a|cavtat
svetoga šimuna|1|dubrovnik
pera bakića|6|dubrovnik
pod petračom|54a|petrača
između vrta|2|dubrovnik
zabrđe|4|suđurađ
martinovići|21|martinovići
gornje selo|32|grbavac
poljice|19|poljice
prijeko|1c|cavtat
rožat gornji|78|rožat
pera beatovića|3a|dubrovnik
stjepana radića|78a|cavtat
kvaternikova|4c|cavtat
od gaja|17b|dubrovnik
katino|4|šipanska luka
put bruna bušića|12|srebreno
obala pape ivana pavla ii.|20|dubrovnik
od izvora|53|nova mokošica
lazarina|13|dubrovnik
pera beatovića|5|dubrovnik
malo selo|9|mokošica
petrača|7|petrača
put čajkovice|10|čajkovica
tušići|34|gruda
gorava|15a|donje obuljeno
nikše ljubičića|2a|dubrovnik
andrije hebranga|69a|dubrovnik
radnička|35a|dubrovnik
od nuncijate|42a|dubrovnik
getaldićeva|14|dubrovnik
gorica svetoga vlaha|12k|dubrovnik
zrinsko-frankopanska|14|dubrovnik
andrije hebranga|2b|dubrovnik
brune bušića|1b|dubrovnik
čubranovićeva|9|dubrovnik
kupari|4b|kupari
za dubravu|27|mokošica
narikla|9|lopud
potok|20a|trsteno
lovorno polje|36|lovorno
kostur|24|zavrelje
komolac|25|komolac
dr. ante starčevića|23|dubrovnik
branitelja dubrovnika|11|dubrovnik
anice bošković|1c|dubrovnik
odvojak i|6|zvekovica
put od osojnika|28|mokošica
od nuncijate|78|dubrovnik
od sigurate|4a|dubrovnik
gornji obod ii|4|cavtat
s. s. kranjčevića|42|cavtat
andrije hebranga|7|dubrovnik
bosanka|68|bosanka
bogišićeva|4|cavtat
mikulići|29|mikulići
žudioska|22|dubrovnik
gornji kono|88|dubrovnik
imotska|7a|dubrovnik
frana supila|11|dubrovnik
frana čale|2|dubrovnik
lazine|68|čelopeci
klaićeva|4|cavtat
za gospom|7|trsteno
put dr. josipa lučića|20|petrača
od nuncijate|56|dubrovnik
obala pape ivana pavla ii.|75|dubrovnik
put sv. ilije|51|čibača
puzljiva|4|dubrovnik
mitrovići|25|vitaljina
obala iva kuljevana|45b|lopud
donji kraj|22|vitaljina
put pera kojakovića|62|čibača
put od osojnika|18|mokošica
miha klaića|2|dubrovnik
put dragovoljaca domovinskog rata|88|petrača
put bruna bušića|26|srebreno
put kralja tomislava|47|donji brgat
kostur|44|zavrelje
đorđićeva|10|dubrovnik
ferićeva|9|dubrovnik
pelješka|15|dubrovnik
brune bušića|32|dubrovnik
gunjine|16|palje brdo
makoše|19|makoše
neumska|6|dubrovnik
zvijezdićeva|3|dubrovnik
donja ljuta|7|ljuta
put dragovoljaca domovinskog rata|26|petrača
popolica|44|mlini
čorići|7|buići
vukovarska|21|dubrovnik
franca prešerna|5|dubrovnik
gorica svetoga vlaha|39|dubrovnik
put za pobrežje|54|mokošica
od kaštela|16|dubrovnik
od gaja|3|dubrovnik
vlaha bukovca|1|dubrovnik
žrnjak|14|dubravica
misletići|16|vitaljina
gruda|154a|gruda
igrište|5|plat
od škara|6|dubrovnik
zečevo|2|suđurađ
majkovska|16|dubrovnik
petrovo selo|7|petrovo selo
kunićeva|20|dubrovnik
vukovarska|11|kupari
majkovska|11|dubrovnik
janjevska|9|dubrovnik
morter|6|brsečine
korčulanska|24|dubrovnik
put dragovoljaca domovinskog rata|1|čibača
gorica svetoga vlaha|33|dubrovnik
andrije hebranga|28|dubrovnik
gruda|12|gruda
gruda|97|gruda
lovorno|10|lovorno
martinovići|54|martinovići
gornje selo|7a|radovčići
šumet|20|šumet
obala iva kuljevana|50|lopud
gruda|79|gruda
grujica|5|plat
lukše beritića|3|dubrovnik
tušići|19|gruda
tor|4|knežica
pod brašinom|3|brašina
put dr. ante starčevića|177|čibača
rajčevići|12|uskoplje
luka|70|šipanska luka
zavrelje|39|zavrelje
stjepana radića|14|cavtat
put dr. josipa lučića|6|mandaljena
pločice|9|pločice
potok|9|trsteno
poluganje|8|cavtat
put sv. luke|26|čibača
jakljanska|4|dubrovnik
prožurska|4|dubrovnik
ante topića-mimare|42|dubrovnik
andrije hebranga|5|dubrovnik
gorica svetoga vlaha|165|dubrovnik
tupina|22|mlini
morter|20|brsečine
prijeko|14|cavtat
poluganje|6|cavtat
braće andrijića|6|dubrovnik
komolac|15|komolac
viška|7|dubrovnik
poljice|25|poljice
donje selo|23|grbavac
dubac|3|čibača
lastovska|13|dubrovnik
puhijera|8|suđurađ
obala iva kuljevana|43|lopud
od gaja|34|dubrovnik
narikla|28|lopud
šetalište žal|3a|cavtat
frajga|14|suđurađ
put radovine|19|buići
lazine|50|čelopeci
podgaj|8|knežica
klaićeva|3|cavtat
dr. juraja njavra|12|čibača
put kardinala alojzija stepinca|13|mandaljena
za gospom|19|trsteno
ivana rabljanina|5|dubrovnik
bratitovo|4|gornji brgat
pobrežje|14|pobrežje
popolica|7|mlini
obala iva kuljevana|53|lopud
luka|184|šipanska luka
bastijanova|11|cavtat
baltazara bogišića|8|dubrovnik
pod križem|25|mlini
polje|4a|šipanska luka
gorica svetoga vlaha|107|dubrovnik
grbava|12|dubrovnik
ivana gorana kovačića|7|dubrovnik
petilovrijenci|1|dubrovnik
cvijete zuzorić|7|dubrovnik
lazine|56|čelopeci
augusta cesarca|7|dubrovnik
vrelo|13|mlini
gruda|80|gruda
ispod mira|8|dubrovnik
lopudska|36|dubrovnik
zagrebačka|7|dubrovnik
bana josipa jelačića|6|dubrovnik
vardari|33|makoše
dr. vladka mačeka|17|cavtat
gorica svetoga vlaha|89|dubrovnik
palmotićeva|18|dubrovnik
vinogradci|18|radovčići
stjepana radića|57|cavtat
ispod minčete|8|dubrovnik
obala iva kuljevana|41a|lopud
obala pape ivana pavla ii.|60|dubrovnik
put dr. ante starčevića|143|čibača
donje selo|13|radovčići
preradovićeva|10|cavtat
donje selo|5|grbavac
splitski put|15a|dubrovnik
velji vrh|14|šipanska luka
popovići|17|popovići
rajčevići|5|uskoplje
potok|17|trsteno
lopudska|48|dubrovnik
za dubravu|1|mokošica
polje|7|šipanska luka
brsalje|11|dubrovnik
dinka ranjine|3|dubrovnik
popovići|33|popovići
pod gospom|31|plat
put od bosanke|10|dubrovnik
put pera kojakovića|168|čibača
braće andrijića|8|dubrovnik
radnička|24|dubrovnik
od kaštela|18|dubrovnik
bijelići|17|uskoplje
mitrovići|12|vitaljina
vicka lovrina|2|dubrovnik
gornje selo|12|radovčići
iva vojnovića|41|dubrovnik
široka|1|dubrovnik
pomoraca|9|dubrovnik
kuparsko polje|3a|kupari
put bruna bušića|51|brašina
polje|1|popovići
radnička|48|dubrovnik
lazarina|7|dubrovnik
peline|17|dubrovnik
josipa pupačića|9|dubrovnik
janjevska|1|dubrovnik
od tabakarije|35|dubrovnik
getina|24|lopud
tupina|18|mlini
điva natalija|3|dubrovnik
put kardinala alojzija stepinca|2|mandaljena
propađe|1|trsteno
obala pape ivana pavla ii.|81|dubrovnik
svetoga đurđa|22|dubrovnik
dr. ante starčevića|6|dubrovnik
izvijačica|3|dubrovnik
pločice|24|pločice
put dr. ante starčevića|90|čibača
pod sv. nikolom|20|soline
na vodi|48|trsteno
kneza domagoja|4|čibača
put dr. josipa lučića|35|buići
mitrovići|22a|vitaljina
put hrvatskih branitelja|24|gornji brgat
privežna|3|dubrovnik
vicina|7|dubrovnik
zavrelje|28|zavrelje
žudioska|24|dubrovnik
gunjine|4|palje brdo
put bruna bušića|47|brašina
radnička|9|dubrovnik
bosanka|42|bosanka
luka|69|šipanska luka
igrište|51|plat
plosni rat|1a|cavtat
šumet|15|šumet
od borova|2|dubrovnik
ivana matijaševića|14|dubrovnik
luka|109|šipanska luka
đura basaričeka|28|dubrovnik
pomoraca|5|dubrovnik
